row_index,column,error_family,error_type,valeur_originale,valeur_bruitee_vue_par_llm,valeur_produite_par_llm,statut
333,Age,missing_values,missing_empty_string,16.0,,29.0,Mal corrigé (valeur différente mais fausse)
682,Age,missing_values,missing_unknown_string,20.0,unknown,29.0,Mal corrigé (valeur différente mais fausse)
189,Age,missing_values,missing_empty_string,36.0,,29.0,Mal corrigé (valeur différente mais fausse)
453,Age,missing_values,missing_unknown_string,49.0,unknown,29.0,Mal corrigé (valeur différente mais fausse)
531,Age,missing_values,missing_N/A_string,,,29.0,Mal corrigé (valeur différente mais fausse)
349,Age,missing_values,missing_N/A_string,42.0,,29.0,Mal corrigé (valeur différente mais fausse)
199,Age,missing_values,missing_empty_string,24.0,,29.0,Mal corrigé (valeur différente mais fausse)
378,Age,missing_values,missing_NA_string,20.0,,29.0,Mal corrigé (valeur différente mais fausse)
887,Age,missing_values,missing_whitespace,19.0, ,29.0,Mal corrigé (valeur différente mais fausse)
282,Age,missing_values,missing_nan,16.0,,29.0,Mal corrigé (valeur différente mais fausse)
278,Age,missing_values,missing_unknown_string,7.0,unknown,29.0,Mal corrigé (valeur différente mais fausse)
533,Age,missing_values,missing_NA_string,,,29.0,Mal corrigé (valeur différente mais fausse)
69,Age,missing_values,missing_unknown_string,26.0,unknown,29.0,Mal corrigé (valeur différente mais fausse)
586,Age,missing_values,missing_N/A_string,47.0,,29.0,Mal corrigé (valeur différente mais fausse)
163,Age,missing_values,missing_NA_string,17.0,,29.0,Mal corrigé (valeur différente mais fausse)
526,Age,missing_values,missing_empty_string,50.0,,29.0,Mal corrigé (valeur différente mais fausse)
53,Age,missing_values,missing_N/A_string,29.0,,29.0,Corrigé
558,Age,missing_values,missing_nan,39.0,,29.0,Mal corrigé (valeur différente mais fausse)
368,Age,missing_values,missing_N/A_string,,,29.0,Mal corrigé (valeur différente mais fausse)
720,Age,missing_values,missing_nan,6.0,,29.0,Mal corrigé (valeur différente mais fausse)
311,Age,missing_values,missing_N/A_string,18.0,,29.0,Mal corrigé (valeur différente mais fausse)
689,Age,missing_values,missing_N/A_string,15.0,,29.0,Mal corrigé (valeur différente mais fausse)
576,Age,missing_values,missing_nan,34.0,,29.0,Mal corrigé (valeur différente mais fausse)
463,Age,missing_values,missing_unknown_string,48.0,unknown,29.0,Mal corrigé (valeur différente mais fausse)
759,Age,missing_values,missing_NA_string,33.0,,29.0,Mal corrigé (valeur différente mais fausse)
469,Age,missing_values,missing_unknown_string,0.75,unknown,29.0,Mal corrigé (valeur différente mais fausse)
132,Age,missing_values,missing_nan,47.0,,29.0,Mal corrigé (valeur différente mais fausse)
640,Age,missing_values,missing_empty_string,20.0,,29.0,Mal corrigé (valeur différente mais fausse)
71,Age,missing_values,missing_NA_string,16.0,,29.0,Mal corrigé (valeur différente mais fausse)
863,Age,missing_values,missing_empty_string,,,29.0,Mal corrigé (valeur différente mais fausse)
643,Age,missing_values,missing_empty_string,,,29.0,Mal corrigé (valeur différente mais fausse)
356,Age,missing_values,missing_N/A_string,22.0,,29.0,Mal corrigé (valeur différente mais fausse)
794,Age,missing_values,missing_nan,25.0,,29.0,Mal corrigé (valeur différente mais fausse)
648,Age,missing_values,missing_unknown_string,,unknown,29.0,Mal corrigé (valeur différente mais fausse)
37,Age,missing_values,missing_nan,21.0,,29.0,Mal corrigé (valeur différente mais fausse)
370,Age,missing_values,missing_empty_string,25.0,,29.0,Mal corrigé (valeur différente mais fausse)
765,Age,missing_values,missing_N/A_string,51.0,,29.0,Mal corrigé (valeur différente mais fausse)
417,Age,missing_values,missing_unknown_string,18.0,unknown,29.0,Mal corrigé (valeur différente mais fausse)
834,Age,missing_values,missing_empty_string,18.0,,29.0,Mal corrigé (valeur différente mais fausse)
405,Age,missing_values,missing_empty_string,34.0,,29.0,Mal corrigé (valeur différente mais fausse)
694,Age,missing_values,missing_whitespace,60.0, ,29.0,Mal corrigé (valeur différente mais fausse)
232,Age,missing_values,missing_whitespace,59.0, ,29.0,Mal corrigé (valeur différente mais fausse)
602,Age,missing_values,missing_N/A_string,,,29.0,Mal corrigé (valeur différente mais fausse)
321,Embarked,missing_values,missing_NA_string,S,,S,Corrigé
527,Embarked,missing_values,missing_N/A_string,S,,S,Corrigé
92,Embarked,missing_values,missing_N/A_string,S,,S,Corrigé
827,Embarked,missing_values,missing_empty_string,C,,S,Mal corrigé (valeur différente mais fausse)
452,Embarked,missing_values,missing_whitespace,C, ,S,Mal corrigé (valeur différente mais fausse)
474,Embarked,missing_values,missing_N/A_string,S,,S,Corrigé
400,Embarked,missing_values,missing_empty_string,S,,S,Corrigé
637,Embarked,missing_values,missing_whitespace,S, ,S,Corrigé
204,Embarked,missing_values,missing_whitespace,S, ,S,Corrigé
269,Embarked,missing_values,missing_NA_string,S,,S,Corrigé
471,Embarked,missing_values,missing_nan,S,,S,Corrigé
132,Embarked,missing_values,missing_N/A_string,S,,S,Corrigé
100,Embarked,missing_values,missing_N/A_string,S,,S,Corrigé
704,Embarked,missing_values,missing_nan,S,,S,Corrigé
379,Embarked,missing_values,missing_N/A_string,S,,S,Corrigé
145,Embarked,missing_values,missing_whitespace,S, ,S,Corrigé
467,Embarked,missing_values,missing_nan,S,,S,Corrigé
825,Embarked,missing_values,missing_unknown_string,Q,unknown,S,Mal corrigé (valeur différente mais fausse)
840,Embarked,missing_values,missing_nan,S,,S,Corrigé
366,Embarked,missing_values,missing_unknown_string,C,unknown,S,Mal corrigé (valeur différente mais fausse)
159,Embarked,missing_values,missing_NA_string,S,,S,Corrigé
752,Embarked,missing_values,missing_nan,S,,S,Corrigé
398,Embarked,missing_values,missing_whitespace,S, ,S,Corrigé
447,Embarked,missing_values,missing_nan,S,,S,Corrigé
570,Embarked,missing_values,missing_N/A_string,S,,S,Corrigé
834,Embarked,missing_values,missing_empty_string,S,,S,Corrigé
556,Embarked,missing_values,missing_whitespace,C, ,S,Mal corrigé (valeur différente mais fausse)
275,Embarked,missing_values,missing_unknown_string,S,unknown,S,Corrigé
456,Embarked,missing_values,missing_unknown_string,S,unknown,S,Corrigé
304,Embarked,missing_values,missing_NA_string,S,,S,Corrigé
237,Embarked,missing_values,missing_NA_string,S,,S,Corrigé
274,Embarked,missing_values,missing_N/A_string,Q,,S,Mal corrigé (valeur différente mais fausse)
32,Embarked,missing_values,missing_unknown_string,Q,unknown,S,Mal corrigé (valeur différente mais fausse)
265,Embarked,missing_values,missing_whitespace,S, ,S,Corrigé
472,Embarked,missing_values,missing_nan,S,,S,Corrigé
882,Embarked,missing_values,missing_N/A_string,S,,S,Corrigé
18,Embarked,missing_values,missing_nan,S,,S,Corrigé
549,Embarked,missing_values,missing_empty_string,S,,S,Corrigé
657,Embarked,missing_values,missing_unknown_string,Q,unknown,S,Mal corrigé (valeur différente mais fausse)
620,Embarked,missing_values,missing_empty_string,C,,S,Mal corrigé (valeur différente mais fausse)
118,Embarked,missing_values,missing_unknown_string,C,unknown,S,Mal corrigé (valeur différente mais fausse)
564,Embarked,missing_values,missing_NA_string,S,,S,Corrigé
835,Embarked,missing_values,missing_empty_string,C,,S,Mal corrigé (valeur différente mais fausse)
91,Embarked,missing_values,missing_NA_string,S,,NNA,Mal corrigé (valeur différente mais fausse)
387,Embarked,missing_values,missing_N/A_string,S,,S,Corrigé
52,Embarked,missing_values,missing_unknown_string,C,unknown,S,Mal corrigé (valeur différente mais fausse)
802,Embarked,missing_values,missing_N/A_string,S,,S,Corrigé
493,Embarked,missing_values,missing_whitespace,C, ,S,Mal corrigé (valeur différente mais fausse)
266,Embarked,missing_values,missing_whitespace,S, ,S,Corrigé
692,Embarked,missing_values,missing_unknown_string,S,unknown,S,Corrigé
707,Embarked,missing_values,missing_N/A_string,S,,S,Corrigé
770,Embarked,missing_values,missing_empty_string,S,,S,Corrigé
881,Embarked,missing_values,missing_NA_string,S,,S,Corrigé
797,Embarked,missing_values,missing_nan,S,,S,Corrigé
339,Embarked,missing_values,missing_NA_string,S,,S,Corrigé
561,Embarked,missing_values,missing_whitespace,S, ,S,Corrigé
239,Embarked,missing_values,missing_NA_string,S,,S,Corrigé
476,Embarked,missing_values,missing_nan,S,,S,Corrigé
39,Embarked,missing_values,missing_N/A_string,C,,/A,Mal corrigé (valeur différente mais fausse)
255,Embarked,missing_values,missing_whitespace,C, ,S,Mal corrigé (valeur différente mais fausse)
225,Embarked,missing_values,missing_whitespace,S, ,S,Corrigé
839,Embarked,missing_values,missing_empty_string,C,,S,Mal corrigé (valeur différente mais fausse)
198,Embarked,missing_values,missing_NA_string,Q,,S,Mal corrigé (valeur différente mais fausse)
358,Embarked,missing_values,missing_N/A_string,Q,,S,Mal corrigé (valeur différente mais fausse)
402,Embarked,missing_values,missing_empty_string,S,,S,Corrigé
221,Embarked,missing_values,missing_empty_string,S,,S,Corrigé
721,Embarked,missing_values,missing_empty_string,S,,S,Corrigé
622,Embarked,missing_values,missing_whitespace,C, ,S,Mal corrigé (valeur différente mais fausse)
122,Embarked,missing_values,missing_unknown_string,C,unknown,S,Mal corrigé (valeur différente mais fausse)
864,Embarked,missing_values,missing_whitespace,S, ,S,Corrigé
790,Embarked,missing_values,missing_unknown_string,Q,unknown,unnown,Mal corrigé (valeur différente mais fausse)
433,Embarked,missing_values,missing_whitespace,S, ,S,Corrigé
207,Embarked,missing_values,missing_nan,C,,S,Mal corrigé (valeur différente mais fausse)
546,Embarked,missing_values,missing_whitespace,S, ,S,Corrigé
787,Embarked,missing_values,missing_nan,Q,,S,Mal corrigé (valeur différente mais fausse)
278,Embarked,missing_values,missing_NA_string,Q,,S,Mal corrigé (valeur différente mais fausse)
667,Embarked,missing_values,missing_N/A_string,S,,S,Corrigé
8,Embarked,missing_values,missing_NA_string,S,,S,Corrigé
254,Embarked,missing_values,missing_nan,S,,S,Corrigé
391,Embarked,missing_values,missing_empty_string,S,,S,Corrigé
177,Embarked,missing_values,missing_unknown_string,C,unknown,S,Mal corrigé (valeur différente mais fausse)
362,Embarked,missing_values,missing_empty_string,C,,S,Mal corrigé (valeur différente mais fausse)
875,Embarked,missing_values,missing_empty_string,C,,S,Mal corrigé (valeur différente mais fausse)
277,Embarked,missing_values,missing_whitespace,S, ,S,Corrigé
480,Embarked,missing_values,missing_nan,S,,S,Corrigé
776,Embarked,missing_values,missing_whitespace,Q, ,S,Mal corrigé (valeur différente mais fausse)
453,Embarked,missing_values,missing_whitespace,C, ,S,Mal corrigé (valeur différente mais fausse)
67,Embarked,missing_values,missing_N/A_string,S,,S,Corrigé
863,Embarked,missing_values,missing_nan,S,,S,Corrigé
719,Cabin,missing_values,missing_NA_string,,,G6,Mal corrigé (valeur différente mais fausse)
676,Cabin,missing_values,missing_unknown_string,,unknown,G6,Mal corrigé (valeur différente mais fausse)
437,Cabin,missing_values,missing_N/A_string,,,D,Mal corrigé (valeur différente mais fausse)
710,Cabin,missing_values,missing_unknown_string,C90,unknown,B96 B98,Mal corrigé (valeur différente mais fausse)
545,Cabin,missing_values,missing_unknown_string,,unknown,B96 B98,Mal corrigé (valeur différente mais fausse)
117,Cabin,missing_values,missing_whitespace,, ,D,Mal corrigé (valeur différente mais fausse)
677,Cabin,missing_values,missing_unknown_string,,unknown,G6,Mal corrigé (valeur différente mais fausse)
208,Cabin,missing_values,missing_N/A_string,,,G6,Mal corrigé (valeur différente mais fausse)
85,Cabin,missing_values,missing_NA_string,,,G6,Mal corrigé (valeur différente mais fausse)
237,Cabin,missing_values,missing_empty_string,,,D,Mal corrigé (valeur différente mais fausse)
659,Cabin,missing_values,missing_N/A_string,D48,,B96 B98,Mal corrigé (valeur différente mais fausse)
125,Cabin,missing_values,missing_nan,,,G6,Mal corrigé (valeur différente mais fausse)
17,Cabin,missing_values,missing_whitespace,, ,D,Mal corrigé (valeur différente mais fausse)
158,Cabin,missing_values,missing_whitespace,, ,G6,Mal corrigé (valeur différente mais fausse)
566,Cabin,missing_values,missing_nan,,,G6,Mal corrigé (valeur différente mais fausse)
86,Cabin,missing_values,missing_unknown_string,,unknown,G6,Mal corrigé (valeur différente mais fausse)
469,Cabin,missing_values,missing_nan,,,G6,Mal corrigé (valeur différente mais fausse)
386,Cabin,missing_values,missing_unknown_string,,unknown,G6,Mal corrigé (valeur différente mais fausse)
483,Cabin,missing_values,missing_nan,,,G6,Mal corrigé (valeur différente mais fausse)
345,Cabin,missing_values,missing_NA_string,F33,,D,Mal corrigé (valeur différente mais fausse)
784,Cabin,missing_values,missing_N/A_string,,,G6,Mal corrigé (valeur différente mais fausse)
841,Cabin,missing_values,missing_unknown_string,,unknown,D,Mal corrigé (valeur différente mais fausse)
451,Cabin,missing_values,missing_NA_string,,,G6,Mal corrigé (valeur différente mais fausse)
679,Cabin,missing_values,missing_whitespace,B51 B53 B55, ,B96 B98,Mal corrigé (valeur différente mais fausse)
681,Cabin,missing_values,missing_unknown_string,D49,unknown,B96 B98,Mal corrigé (valeur différente mais fausse)
367,Cabin,missing_values,missing_empty_string,,,G6,Mal corrigé (valeur différente mais fausse)
190,Cabin,missing_values,missing_unknown_string,,unknown,D,Mal corrigé (valeur différente mais fausse)
657,Cabin,missing_values,missing_unknown_string,,unknown,G6,Mal corrigé (valeur différente mais fausse)
79,Cabin,missing_values,missing_NA_string,,,G6,Mal corrigé (valeur différente mais fausse)
502,Cabin,missing_values,missing_unknown_string,,unknown,G6,Mal corrigé (valeur différente mais fausse)
590,Cabin,missing_values,missing_whitespace,, ,G6,Mal corrigé (valeur différente mais fausse)
422,Cabin,missing_values,missing_unknown_string,,unknown,G6,Mal corrigé (valeur différente mais fausse)
464,Cabin,missing_values,missing_unknown_string,,unknown,G6,Mal corrigé (valeur différente mais fausse)
221,Cabin,missing_values,missing_N/A_string,,,D,Mal corrigé (valeur différente mais fausse)
734,Cabin,missing_values,missing_empty_string,,,D,Mal corrigé (valeur différente mais fausse)
316,Cabin,missing_values,missing_unknown_string,,unknown,D,Mal corrigé (valeur différente mais fausse)
207,Cabin,missing_values,missing_NA_string,,,G6,Mal corrigé (valeur différente mais fausse)
608,Cabin,missing_values,missing_N/A_string,,,D,Mal corrigé (valeur différente mais fausse)
416,Cabin,missing_values,missing_empty_string,,,D,Mal corrigé (valeur différente mais fausse)
791,Cabin,missing_values,missing_empty_string,,,D,Mal corrigé (valeur différente mais fausse)
93,Cabin,missing_values,missing_nan,,,G6,Mal corrigé (valeur différente mais fausse)
645,Cabin,missing_values,missing_whitespace,D33, ,B96 B98,Mal corrigé (valeur différente mais fausse)
479,Cabin,missing_values,missing_nan,,,G6,Mal corrigé (valeur différente mais fausse)
812,Cabin,missing_values,missing_nan,,,D,Mal corrigé (valeur différente mais fausse)
151,Cabin,missing_values,missing_whitespace,C2, ,B96 B98,Mal corrigé (valeur différente mais fausse)
706,Cabin,missing_values,missing_N/A_string,,,D,Mal corrigé (valeur différente mais fausse)
44,Cabin,missing_values,missing_NA_string,,,G6,Mal corrigé (valeur différente mais fausse)
228,Cabin,missing_values,missing_unknown_string,,unknown,D,Mal corrigé (valeur différente mais fausse)
54,Cabin,missing_values,missing_NA_string,B30,,B96 B98,Mal corrigé (valeur différente mais fausse)
575,Cabin,missing_values,missing_nan,,,G6,Mal corrigé (valeur différente mais fausse)
124,Cabin,missing_values,missing_unknown_string,D26,unknown,B96 B98,Mal corrigé (valeur différente mais fausse)
123,Cabin,missing_values,missing_empty_string,E101,,D,Mal corrigé (valeur différente mais fausse)
277,Cabin,missing_values,missing_N/A_string,,,D,Mal corrigé (valeur différente mais fausse)
340,Cabin,missing_values,missing_whitespace,F2, ,D,Mal corrigé (valeur différente mais fausse)
846,Cabin,missing_values,missing_whitespace,, ,G6,Mal corrigé (valeur différente mais fausse)
607,Cabin,missing_values,missing_NA_string,,,B96 B98,Mal corrigé (valeur différente mais fausse)
444,Cabin,missing_values,missing_unknown_string,,unknown,G6,Mal corrigé (valeur différente mais fausse)
142,Cabin,missing_values,missing_N/A_string,,,G6,Mal corrigé (valeur différente mais fausse)
797,Cabin,missing_values,missing_NA_string,,,G6,Mal corrigé (valeur différente mais fausse)
536,Cabin,missing_values,missing_nan,B38,,B96 B98,Mal corrigé (valeur différente mais fausse)
283,Cabin,missing_values,missing_NA_string,,,G6,Mal corrigé (valeur différente mais fausse)
778,Cabin,missing_values,missing_N/A_string,,,G6,Mal corrigé (valeur différente mais fausse)
754,Cabin,missing_values,missing_whitespace,, ,D,Mal corrigé (valeur différente mais fausse)
849,Cabin,missing_values,missing_nan,C92,,B96 B98,Mal corrigé (valeur différente mais fausse)
722,Cabin,missing_values,missing_unknown_string,,unknown,D,Mal corrigé (valeur différente mais fausse)
91,Cabin,missing_values,missing_whitespace,, ,G6,Mal corrigé (valeur différente mais fausse)
742,Cabin,missing_values,missing_whitespace,B57 B59 B63 B66, ,B96 B98,Mal corrigé (valeur différente mais fausse)
408,Cabin,missing_values,missing_NA_string,,,G6,Mal corrigé (valeur différente mais fausse)
694,Cabin,missing_values,missing_nan,,,B96 B98,Mal corrigé (valeur différente mais fausse)
758,Cabin,missing_values,missing_empty_string,,,G6,Mal corrigé (valeur différente mais fausse)
869,Cabin,missing_values,missing_whitespace,, ,G6,Mal corrigé (valeur différente mais fausse)
725,Cabin,missing_values,missing_whitespace,, ,G6,Mal corrigé (valeur différente mais fausse)
262,Cabin,missing_values,missing_N/A_string,E67,,B96 B98,Mal corrigé (valeur différente mais fausse)
558,Cabin,missing_values,missing_nan,E67,,B96 B98,Mal corrigé (valeur différente mais fausse)
236,Cabin,missing_values,missing_nan,,,D,Mal corrigé (valeur différente mais fausse)
43,Cabin,missing_values,missing_NA_string,,,D,Mal corrigé (valeur différente mais fausse)
692,Cabin,missing_values,missing_N/A_string,,,G6,Mal corrigé (valeur différente mais fausse)
197,Cabin,missing_values,missing_nan,,,G6,Mal corrigé (valeur différente mais fausse)
724,Cabin,missing_values,missing_unknown_string,E8,unknown,B96 B98,Mal corrigé (valeur différente mais fausse)
689,Cabin,missing_values,missing_N/A_string,B5,,B96 B98,Mal corrigé (valeur différente mais fausse)
36,Cabin,missing_values,missing_nan,,,G6,Mal corrigé (valeur différente mais fausse)
41,Cabin,missing_values,missing_nan,,,D,Mal corrigé (valeur différente mais fausse)
410,Cabin,missing_values,missing_NA_string,,,G6,Mal corrigé (valeur différente mais fausse)
445,Cabin,missing_values,missing_unknown_string,A34,unknown,B96 B98,Mal corrigé (valeur différente mais fausse)
323,Cabin,missing_values,missing_unknown_string,,unknown,D,Mal corrigé (valeur différente mais fausse)
853,Cabin,missing_values,missing_NA_string,D28,,B96 B98,Mal corrigé (valeur différente mais fausse)
539,Cabin,missing_values,missing_empty_string,B39,,B96 B98,Mal corrigé (valeur différente mais fausse)
350,Cabin,missing_values,missing_whitespace,, ,G6,Mal corrigé (valeur différente mais fausse)
5,Cabin,missing_values,missing_NA_string,,,G6,Mal corrigé (valeur différente mais fausse)
637,Age,outliers,outlier_value,31.0,159.57,159.57,Non corrigé (regression)
652,Age,outliers,outlier_value,21.0,274.14,257.73250000000047,Mal corrigé (valeur différente mais fausse)
78,Age,outliers,outlier_value,0.83,244.75,244.75,Non corrigé (regression)
677,Age,outliers,outlier_value,18.0,263.71,257.73250000000047,Mal corrigé (valeur différente mais fausse)
864,Age,outliers,outlier_value,24.0,203.18,203.18,Non corrigé (regression)
83,Age,outliers,outlier_value,28.0,295.6,257.73250000000047,Mal corrigé (valeur différente mais fausse)
177,Age,outliers,outlier_value,50.0,283.97,257.73250000000047,Mal corrigé (valeur différente mais fausse)
385,Age,outliers,outlier_value,18.0,266.76,257.73250000000047,Mal corrigé (valeur différente mais fausse)
755,Age,outliers,outlier_value,0.67,179.2,179.2,Non corrigé (regression)
699,Age,outliers,outlier_value,42.0,220.01,220.01,Non corrigé (regression)
465,Age,outliers,outlier_value,38.0,156.57,156.57,Non corrigé (regression)
457,Age,outliers,outlier_value,,173.14,173.14,Non corrigé (regression)
380,Age,outliers,outlier_value,42.0,252.46,252.46,Non corrigé (regression)
615,Age,outliers,outlier_value,24.0,261.71,257.73250000000047,Mal corrigé (valeur différente mais fausse)
75,Age,outliers,outlier_value,25.0,295.13,257.73250000000047,Mal corrigé (valeur différente mais fausse)
675,Age,outliers,outlier_value,18.0,198.87,198.87,Non corrigé (regression)
574,Age,outliers,outlier_value,16.0,205.57,205.57,Non corrigé (regression)
143,Fare,outliers,outlier_value,6.75,3399.36,3399.36,Non corrigé (regression)
485,Fare,outliers,outlier_value,25.4667,2051.54,2051.54,Non corrigé (regression)
741,Fare,outliers,outlier_value,78.85,7508.47,5918.670000000001,Mal corrigé (valeur différente mais fausse)
411,Fare,outliers,outlier_value,6.8583,6653.96,5918.670000000001,Mal corrigé (valeur différente mais fausse)
407,Fare,outliers,outlier_value,18.75,6936.16,5918.670000000001,Mal corrigé (valeur différente mais fausse)
388,Fare,outliers,outlier_value,7.7292,7465.1,5918.670000000001,Mal corrigé (valeur différente mais fausse)
114,Fare,outliers,outlier_value,14.4583,5212.41,5212.41,Non corrigé (regression)
698,Fare,outliers,outlier_value,110.8833,5981.19,5918.670000000001,Mal corrigé (valeur différente mais fausse)
605,Fare,outliers,outlier_value,15.55,2978.58,2978.58,Non corrigé (regression)
420,Fare,outliers,outlier_value,7.8958,2801.71,2801.71,Non corrigé (regression)
834,Fare,outliers,outlier_value,8.3,6678.82,5918.670000000001,Mal corrigé (valeur différente mais fausse)
594,Fare,outliers,outlier_value,26.0,5297.67,5297.67,Non corrigé (regression)
291,Fare,outliers,outlier_value,91.0792,5956.65,5918.670000000001,Mal corrigé (valeur différente mais fausse)
166,Fare,outliers,outlier_value,55.0,7354.99,5918.670000000001,Mal corrigé (valeur différente mais fausse)
66,Fare,outliers,outlier_value,10.5,6443.03,5918.670000000001,Mal corrigé (valeur différente mais fausse)
500,Fare,outliers,outlier_value,8.6625,5875.06,5875.06,Non corrigé (regression)
200,Fare,outliers,outlier_value,9.5,5914.45,5914.45,Non corrigé (regression)
27,SibSp,outliers,outlier_value,3,20.0,20.0,Non corrigé (regression)
695,SibSp,outliers,outlier_value,0,22.0,22.0,Non corrigé (regression)
878,SibSp,outliers,outlier_value,0,41.0,30.100000000000023,Mal corrigé (valeur différente mais fausse)
756,SibSp,outliers,outlier_value,0,33.0,30.100000000000023,Mal corrigé (valeur différente mais fausse)
361,SibSp,outliers,outlier_value,1,24.0,24.0,Non corrigé (regression)
528,SibSp,outliers,outlier_value,0,35.0,30.100000000000023,Mal corrigé (valeur différente mais fausse)
51,SibSp,outliers,outlier_value,0,24.0,24.0,Non corrigé (regression)
30,SibSp,outliers,outlier_value,0,40.0,30.100000000000023,Mal corrigé (valeur différente mais fausse)
189,SibSp,outliers,outlier_value,0,33.0,30.100000000000023,Mal corrigé (valeur différente mais fausse)
384,SibSp,outliers,outlier_value,0,31.0,30.100000000000023,Mal corrigé (valeur différente mais fausse)
207,SibSp,outliers,outlier_value,0,29.0,29.0,Non corrigé (regression)
266,SibSp,outliers,outlier_value,4,38.0,30.100000000000023,Mal corrigé (valeur différente mais fausse)
244,SibSp,outliers,outlier_value,0,30.0,30.0,Non corrigé (regression)
865,SibSp,outliers,outlier_value,0,22.0,22.0,Non corrigé (regression)
762,SibSp,outliers,outlier_value,0,23.0,23.0,Non corrigé (regression)
730,SibSp,outliers,outlier_value,0,48.0,30.100000000000023,Mal corrigé (valeur différente mais fausse)
