row_index,column,error_family,error_type,valeur_originale,valeur_bruitee_vue_par_llm,valeur_produite_par_llm,statut
42701,country,missing_values,missing_nan,FRA,,,Colonne/ligne absente après exécution
61559,country,missing_values,missing_NA_string,DEU,,,Colonne/ligne absente après exécution
71099,country,missing_values,missing_unknown_string,GBR,unknown,,Colonne/ligne absente après exécution
55929,country,missing_values,missing_empty_string,AUT,,,Colonne/ligne absente après exécution
97798,country,missing_values,missing_unknown_string,ESP,unknown,,Colonne/ligne absente après exécution
115942,country,missing_values,missing_nan,GBR,,,Colonne/ligne absente après exécution
55987,country,missing_values,missing_unknown_string,GBR,unknown,,Colonne/ligne absente après exécution
71192,country,missing_values,missing_nan,USA,,,Colonne/ligne absente après exécution
67424,country,missing_values,missing_NA_string,ITA,,,Colonne/ligne absente après exécution
11011,country,missing_values,missing_N/A_string,MDV,,,Colonne/ligne absente après exécution
83213,country,missing_values,missing_empty_string,PRT,,,Colonne/ligne absente après exécution
96778,country,missing_values,missing_N/A_string,ESP,,,Colonne/ligne absente après exécution
117660,country,missing_values,missing_unknown_string,PRT,unknown,,Colonne/ligne absente après exécution
