row_index,column,error_family,error_type,valeur_originale,valeur_bruitee_vue_par_llm,valeur_produite_par_llm,statut
12658,country,missing_values,missing_empty_string,CHE,,PRT,Mal corrigé (valeur différente mais fausse)
9131,country,missing_values,missing_NA_string,PRT,,PRT,Corrigé
103394,country,missing_values,missing_N/A_string,CHN,,PRT,Mal corrigé (valeur différente mais fausse)
90692,country,missing_values,missing_unknown_string,SWE,unknown,PRT,Mal corrigé (valeur différente mais fausse)
79812,country,missing_values,missing_NA_string,FRA,,PRT,Mal corrigé (valeur différente mais fausse)
17008,country,missing_values,missing_nan,FRA,,PRT,Mal corrigé (valeur différente mais fausse)
51518,country,missing_values,missing_N/A_string,FRA,,PRT,Mal corrigé (valeur différente mais fausse)
28041,country,missing_values,missing_nan,GBR,,PRT,Mal corrigé (valeur différente mais fausse)
41809,country,missing_values,missing_whitespace,ESP, ,PRT,Mal corrigé (valeur différente mais fausse)
4523,country,missing_values,missing_unknown_string,IRL,unknown,PRT,Mal corrigé (valeur différente mais fausse)
40928,country,missing_values,missing_empty_string,ESP,,PRT,Mal corrigé (valeur différente mais fausse)
53003,country,missing_values,missing_empty_string,PRT,,PRT,Corrigé
38459,country,missing_values,missing_nan,GBR,,PRT,Mal corrigé (valeur différente mais fausse)
103298,country,missing_values,missing_NA_string,FRA,,PRT,Mal corrigé (valeur différente mais fausse)
76660,country,missing_values,missing_nan,PRT,,PRT,Corrigé
84507,country,missing_values,missing_whitespace,PRT, ,PRT,Corrigé
109354,country,missing_values,missing_nan,NLD,,PRT,Mal corrigé (valeur différente mais fausse)
24054,country,missing_values,missing_N/A_string,ESP,,PRT,Mal corrigé (valeur différente mais fausse)
23074,country,missing_values,missing_N/A_string,GBR,,PRT,Mal corrigé (valeur différente mais fausse)
33532,country,missing_values,missing_empty_string,GBR,,PRT,Mal corrigé (valeur différente mais fausse)
22032,country,missing_values,missing_unknown_string,IRL,unknown,PRT,Mal corrigé (valeur différente mais fausse)
116969,country,missing_values,missing_nan,FRA,,PRT,Mal corrigé (valeur différente mais fausse)
105775,country,missing_values,missing_whitespace,FRA, ,PRT,Mal corrigé (valeur différente mais fausse)
76688,country,missing_values,missing_unknown_string,PRT,unknown,PRT,Corrigé
2248,country,missing_values,missing_N/A_string,GBR,,PRT,Mal corrigé (valeur différente mais fausse)
18987,country,missing_values,missing_whitespace,PRT, ,PRT,Corrigé
47329,country,missing_values,missing_NA_string,PRT,,PRT,Corrigé
65377,country,missing_values,missing_empty_string,DEU,,PRT,Mal corrigé (valeur différente mais fausse)
58751,country,missing_values,missing_nan,PRT,,PRT,Corrigé
51428,country,missing_values,missing_whitespace,PRT, ,PRT,Corrigé
11962,country,missing_values,missing_NA_string,IRL,,PRT,Mal corrigé (valeur différente mais fausse)
17827,country,missing_values,missing_unknown_string,FRA,unknown,PRT,Mal corrigé (valeur différente mais fausse)
115858,country,missing_values,missing_empty_string,CHN,,PRT,Mal corrigé (valeur différente mais fausse)
16681,country,missing_values,missing_whitespace,CZE, ,PRT,Mal corrigé (valeur différente mais fausse)
50897,country,missing_values,missing_whitespace,PRT, ,PRT,Corrigé
12856,country,missing_values,missing_empty_string,PRT,,PRT,Corrigé
62076,country,missing_values,missing_NA_string,PRT,,PRT,Corrigé
31154,country,missing_values,missing_unknown_string,ESP,unknown,PRT,Mal corrigé (valeur différente mais fausse)
60056,country,missing_values,missing_empty_string,PRT,,PRT,Corrigé
68584,country,missing_values,missing_nan,PRT,,PRT,Corrigé
65342,country,missing_values,missing_empty_string,GBR,,PRT,Mal corrigé (valeur différente mais fausse)
21007,country,missing_values,missing_N/A_string,ESP,,PRT,Mal corrigé (valeur différente mais fausse)
23196,country,missing_values,missing_nan,PRT,,PRT,Corrigé
13811,country,missing_values,missing_NA_string,,,PRT,Mal corrigé (valeur différente mais fausse)
13362,country,missing_values,missing_whitespace,PRT, ,PRT,Corrigé
77031,country,missing_values,missing_nan,DEU,,PRT,Mal corrigé (valeur différente mais fausse)
50458,country,missing_values,missing_nan,GBR,,PRT,Mal corrigé (valeur différente mais fausse)
88952,country,missing_values,missing_NA_string,PRT,,PRT,Corrigé
39878,country,missing_values,missing_nan,PRT,,PRT,Corrigé
35755,country,missing_values,missing_nan,PRT,,PRT,Corrigé
62406,country,missing_values,missing_empty_string,AUS,,PRT,Mal corrigé (valeur différente mais fausse)
72458,country,missing_values,missing_nan,PRT,,PRT,Corrigé
106732,country,missing_values,missing_unknown_string,DEU,unknown,PRT,Mal corrigé (valeur différente mais fausse)
79071,country,missing_values,missing_nan,GBR,,PRT,Mal corrigé (valeur différente mais fausse)
74729,country,missing_values,missing_N/A_string,PRT,,PRT,Corrigé
69552,country,missing_values,missing_unknown_string,ARG,unknown,PRT,Mal corrigé (valeur différente mais fausse)
30936,country,missing_values,missing_N/A_string,PRT,,PRT,Corrigé
3301,country,missing_values,missing_N/A_string,ESP,,PRT,Mal corrigé (valeur différente mais fausse)
61386,country,missing_values,missing_NA_string,PRT,,PRT,Corrigé
64777,country,missing_values,missing_whitespace,PRT, ,PRT,Corrigé
50625,country,missing_values,missing_nan,PRT,,PRT,Corrigé
27181,country,missing_values,missing_nan,PRT,,PRT,Corrigé
100769,country,missing_values,missing_whitespace,FRA, ,PRT,Mal corrigé (valeur différente mais fausse)
59699,country,missing_values,missing_nan,PRT,,PRT,Corrigé
48038,country,missing_values,missing_empty_string,IRL,,PRT,Mal corrigé (valeur différente mais fausse)
55314,country,missing_values,missing_empty_string,PRT,,PRT,Corrigé
71208,country,missing_values,missing_nan,NOR,,PRT,Mal corrigé (valeur différente mais fausse)
62604,country,missing_values,missing_nan,AGO,,PRT,Mal corrigé (valeur différente mais fausse)
90637,country,missing_values,missing_N/A_string,SWE,,PRT,Mal corrigé (valeur différente mais fausse)
88380,country,missing_values,missing_N/A_string,PRT,,PRT,Corrigé
67091,country,missing_values,missing_nan,IRL,,PRT,Mal corrigé (valeur différente mais fausse)
4667,country,missing_values,missing_whitespace,PRT, ,PRT,Corrigé
45915,country,missing_values,missing_nan,PRT,,PRT,Corrigé
27056,country,missing_values,missing_unknown_string,PRT,unknown,PRT,Corrigé
103496,country,missing_values,missing_unknown_string,DZA,unknown,PRT,Mal corrigé (valeur différente mais fausse)
109672,country,missing_values,missing_N/A_string,DEU,,PRT,Mal corrigé (valeur différente mais fausse)
10782,country,missing_values,missing_NA_string,PRT,,PRT,Corrigé
92998,country,missing_values,missing_nan,PRT,,PRT,Corrigé
91201,country,missing_values,missing_empty_string,FRA,,PRT,Mal corrigé (valeur différente mais fausse)
115302,country,missing_values,missing_whitespace,GBR, ,PRT,Mal corrigé (valeur différente mais fausse)
73281,country,missing_values,missing_NA_string,GBR,,PRT,Mal corrigé (valeur différente mais fausse)
84573,country,missing_values,missing_nan,NOR,,PRT,Mal corrigé (valeur différente mais fausse)
103448,country,missing_values,missing_unknown_string,BEL,unknown,PRT,Mal corrigé (valeur différente mais fausse)
111241,country,missing_values,missing_unknown_string,FRA,unknown,PRT,Mal corrigé (valeur différente mais fausse)
76164,country,missing_values,missing_nan,PRT,,PRT,Corrigé
23636,country,missing_values,missing_nan,PRT,,PRT,Corrigé
94300,country,missing_values,missing_nan,PRT,,PRT,Corrigé
101379,country,missing_values,missing_nan,GBR,,PRT,Mal corrigé (valeur différente mais fausse)
75833,country,missing_values,missing_N/A_string,PRT,,PRT,Corrigé
95765,country,missing_values,missing_nan,PRT,,PRT,Corrigé
11351,country,missing_values,missing_N/A_string,IRL,,PRT,Mal corrigé (valeur différente mais fausse)
49787,country,missing_values,missing_empty_string,PRT,,PRT,Corrigé
16201,country,missing_values,missing_whitespace,GBR, ,PRT,Mal corrigé (valeur différente mais fausse)
61111,country,missing_values,missing_unknown_string,CHE,unknown,PRT,Mal corrigé (valeur différente mais fausse)
69283,country,missing_values,missing_NA_string,SWE,,PRT,Mal corrigé (valeur différente mais fausse)
29159,country,missing_values,missing_NA_string,GBR,,PRT,Mal corrigé (valeur différente mais fausse)
65982,country,missing_values,missing_nan,DEU,,PRT,Mal corrigé (valeur différente mais fausse)
35847,country,missing_values,missing_nan,PRT,,PRT,Corrigé
101143,country,missing_values,missing_N/A_string,FRA,,PRT,Mal corrigé (valeur différente mais fausse)
40605,country,missing_values,missing_nan,PRT,,PRT,Corrigé
29361,country,missing_values,missing_N/A_string,GBR,,PRT,Mal corrigé (valeur différente mais fausse)
21374,country,missing_values,missing_NA_string,PRT,,PRT,Corrigé
8132,country,missing_values,missing_nan,NLD,,PRT,Mal corrigé (valeur différente mais fausse)
50987,country,missing_values,missing_N/A_string,JPN,,PRT,Mal corrigé (valeur différente mais fausse)
95277,country,missing_values,missing_N/A_string,ITA,,PRT,Mal corrigé (valeur différente mais fausse)
55216,country,missing_values,missing_unknown_string,FRA,unknown,PRT,Mal corrigé (valeur différente mais fausse)
95508,country,missing_values,missing_empty_string,DEU,,PRT,Mal corrigé (valeur différente mais fausse)
94143,country,missing_values,missing_N/A_string,ITA,,PRT,Mal corrigé (valeur différente mais fausse)
97909,country,missing_values,missing_whitespace,FRA, ,PRT,Mal corrigé (valeur différente mais fausse)
10383,country,missing_values,missing_empty_string,PRT,,PRT,Corrigé
24907,country,missing_values,missing_whitespace,IRL, ,PRT,Mal corrigé (valeur différente mais fausse)
59189,country,missing_values,missing_unknown_string,ITA,unknown,PRT,Mal corrigé (valeur différente mais fausse)
66980,country,missing_values,missing_NA_string,PRT,,PRT,Corrigé
70382,country,missing_values,missing_whitespace,CHN, ,PRT,Mal corrigé (valeur différente mais fausse)
36022,country,missing_values,missing_whitespace,IRL, ,PRT,Mal corrigé (valeur différente mais fausse)
35858,country,missing_values,missing_empty_string,PRT,,PRT,Corrigé
88655,country,missing_values,missing_whitespace,ITA, ,PRT,Mal corrigé (valeur différente mais fausse)
32142,country,missing_values,missing_nan,PRT,,PRT,Corrigé
95205,country,missing_values,missing_nan,CN,,PRT,Mal corrigé (valeur différente mais fausse)
72279,country,missing_values,missing_nan,ESP,,PRT,Mal corrigé (valeur différente mais fausse)
42045,country,missing_values,missing_NA_string,ESP,,PRT,Mal corrigé (valeur différente mais fausse)
85304,country,missing_values,missing_whitespace,CHE, ,PRT,Mal corrigé (valeur différente mais fausse)
55802,country,missing_values,missing_N/A_string,FRA,,PRT,Mal corrigé (valeur différente mais fausse)
108639,country,missing_values,missing_N/A_string,ESP,,PRT,Mal corrigé (valeur différente mais fausse)
110944,country,missing_values,missing_nan,DEU,,PRT,Mal corrigé (valeur différente mais fausse)
26736,country,missing_values,missing_N/A_string,NLD,,PRT,Mal corrigé (valeur différente mais fausse)
78480,country,missing_values,missing_NA_string,JPN,,PRT,Mal corrigé (valeur différente mais fausse)
73985,country,missing_values,missing_NA_string,PRT,,PRT,Corrigé
51025,country,missing_values,missing_empty_string,PRT,,PRT,Corrigé
17067,country,missing_values,missing_empty_string,GBR,,PRT,Mal corrigé (valeur différente mais fausse)
53452,country,missing_values,missing_whitespace,ESP, ,PRT,Mal corrigé (valeur différente mais fausse)
39456,country,missing_values,missing_N/A_string,PRT,,PRT,Corrigé
48867,country,missing_values,missing_NA_string,CHN,,PRT,Mal corrigé (valeur différente mais fausse)
116730,country,missing_values,missing_nan,DEU,,PRT,Mal corrigé (valeur différente mais fausse)
112972,country,missing_values,missing_unknown_string,NLD,unknown,PRT,Mal corrigé (valeur différente mais fausse)
77675,country,missing_values,missing_NA_string,ITA,,PRT,Mal corrigé (valeur différente mais fausse)
113811,country,missing_values,missing_NA_string,PRT,,PRT,Corrigé
91102,country,missing_values,missing_unknown_string,PRT,unknown,PRT,Corrigé
32641,country,missing_values,missing_nan,ITA,,PRT,Mal corrigé (valeur différente mais fausse)
74986,country,missing_values,missing_N/A_string,PRT,,PRT,Corrigé
54390,country,missing_values,missing_whitespace,FRA, ,PRT,Mal corrigé (valeur différente mais fausse)
44183,country,missing_values,missing_NA_string,PRT,,PRT,Corrigé
33859,country,missing_values,missing_nan,BEL,,PRT,Mal corrigé (valeur différente mais fausse)
37792,country,missing_values,missing_empty_string,PRT,,PRT,Corrigé
36013,country,missing_values,missing_nan,PRT,,PRT,Corrigé
21756,country,missing_values,missing_N/A_string,ESP,,PRT,Mal corrigé (valeur différente mais fausse)
45132,country,missing_values,missing_NA_string,CN,,PRT,Mal corrigé (valeur différente mais fausse)
32353,country,missing_values,missing_nan,GBR,,PRT,Mal corrigé (valeur différente mais fausse)
26800,country,missing_values,missing_unknown_string,PRT,unknown,PRT,Corrigé
85538,country,missing_values,missing_empty_string,BGR,,PRT,Mal corrigé (valeur différente mais fausse)
65083,country,missing_values,missing_NA_string,PRT,,PRT,Corrigé
110902,country,missing_values,missing_whitespace,BEL, ,PRT,Mal corrigé (valeur différente mais fausse)
52961,country,missing_values,missing_nan,PRT,,PRT,Corrigé
77216,country,missing_values,missing_empty_string,CN,,PRT,Mal corrigé (valeur différente mais fausse)
54726,country,missing_values,missing_empty_string,PRT,,PRT,Corrigé
73173,country,missing_values,missing_N/A_string,BEL,,PRT,Mal corrigé (valeur différente mais fausse)
69414,country,missing_values,missing_empty_string,PRT,,PRT,Corrigé
119003,country,missing_values,missing_whitespace,DEU, ,PRT,Mal corrigé (valeur différente mais fausse)
110850,country,missing_values,missing_nan,USA,,PRT,Mal corrigé (valeur différente mais fausse)
55367,country,missing_values,missing_whitespace,PRT, ,PRT,Corrigé
87910,country,missing_values,missing_N/A_string,BEL,,PRT,Mal corrigé (valeur différente mais fausse)
81361,country,missing_values,missing_nan,PRT,,PRT,Corrigé
36380,country,missing_values,missing_nan,GBR,,PRT,Mal corrigé (valeur différente mais fausse)
6741,country,missing_values,missing_nan,PRT,,PRT,Corrigé
39591,country,missing_values,missing_empty_string,USA,,PRT,Mal corrigé (valeur différente mais fausse)
89490,country,missing_values,missing_empty_string,PRT,,PRT,Corrigé
109790,country,missing_values,missing_N/A_string,NLD,,PRT,Mal corrigé (valeur différente mais fausse)
76011,country,missing_values,missing_empty_string,PRT,,PRT,Corrigé
94724,country,missing_values,missing_unknown_string,ROU,unknown,PRT,Mal corrigé (valeur différente mais fausse)
78344,country,missing_values,missing_empty_string,PRT,,PRT,Corrigé
36551,country,missing_values,missing_empty_string,USA,,PRT,Mal corrigé (valeur différente mais fausse)
54834,country,missing_values,missing_empty_string,FRA,,PRT,Mal corrigé (valeur différente mais fausse)
